Question,Correct Answer,Guess,Similarity,Accuracy,Comments
Which Tour did Prince begin in 1990?,Nude,diamonds and pearls,1,0,
Which Tour did Prince begin in 1990?,Nude,dirty mind tour,1,0,
Which Tour did Prince begin in 1990?,Nude,electric,1,0,
Which Tour did Prince begin in 1990?,Nude,european tour,1,0,
Which Tour did Prince begin in 1990?,Nude,farewell,1,0,
Which Tour did Prince begin in 1990?,Nude,fourth,1,0,
Which Tour did Prince begin in 1990?,Nude,france,1,0,
Which Tour did Prince begin in 1990?,Nude,gratitude tour,1,0,
Which Tour did Prince begin in 1990?,Nude,happy,1,0,
Which Tour did Prince begin in 1990?,Nude,kings return,1,0,
Which Tour did Prince begin in 1990?,Nude,last prince tour,1,0,
Which Tour did Prince begin in 1990?,Nude,legacy,1,0,
Which Tour did Prince begin in 1990?,Nude,lets go crazy,1,0,
Which Tour did Prince begin in 1990?,Nude,love,1,0,
Which Tour did Prince begin in 1990?,Nude,mid atlantic,1,0,
Which Tour did Prince begin in 1990?,Nude,naked,4,0,
Which Tour did Prince begin in 1990?,Nude,not sure,1,0,
Which Tour did Prince begin in 1990?,Nude,nude,7,1,
Which Tour did Prince begin in 1990?,Nude,nude tour,7,1,
Which Tour did Prince begin in 1990?,Nude,nudity,6,0,
Which Tour did Prince begin in 1990?,Nude,paranoia,1,0,
Which Tour did Prince begin in 1990?,Nude,paris,1,0,
Which Tour did Prince begin in 1990?,Nude,poison,1,0,
Which Tour did Prince begin in 1990?,Nude,prince vault,1,0,
Which Tour did Prince begin in 1990?,Nude,prince world tour,1,0,
Which Tour did Prince begin in 1990?,Nude,purple,1,0,
Which Tour did Prince begin in 1990?,Nude,purple haze,1,0,
Which Tour did Prince begin in 1990?,Nude,purple rain,1,0,
Which Tour did Prince begin in 1990?,Nude,purple rain reunion,1,0,
Which Tour did Prince begin in 1990?,Nude,purple rain tour,1,0,
Which Tour did Prince begin in 1990?,Nude,purple rose,1,0,
Which Tour did Prince begin in 1990?,Nude,rain,1,0,
Which Tour did Prince begin in 1990?,Nude,red bere,1,0,
Which Tour did Prince begin in 1990?,Nude,return,1,0,
Which Tour did Prince begin in 1990?,Nude,returns,1,0,
Which Tour did Prince begin in 1990?,Nude,rise,1,0,
Which Tour did Prince begin in 1990?,Nude,sex,1,0,
Which Tour did Prince begin in 1990?,Nude,shafter,1,0,
Which Tour did Prince begin in 1990?,Nude,spring tour,1,0,
Which Tour did Prince begin in 1990?,Nude,symbol,1,0,
Which Tour did Prince begin in 1990?,Nude,symbol tour,1,0,
Which Tour did Prince begin in 1990?,Nude,tenth,1,0,
Which Tour did Prince begin in 1990?,Nude,the artist formerly know as prince tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the big tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the new power generation tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the prince tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the return tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the revenge tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the trip formerly known as tour,1,0,
Which Tour did Prince begin in 1990?,Nude,the world tour,1,0,
Which Tour did Prince begin in 1990?,Nude,tour de france,1,0,
Which Tour did Prince begin in 1990?,Nude,under a cherry moon,1,0,
Which Tour did Prince begin in 1990?,Nude,usa,1,0,
Which Tour did Prince begin in 1990?,Nude,vike,1,0,
Which Tour did Prince begin in 1990?,Nude,volt,1,0,
Which Tour did Prince begin in 1990?,Nude,world,1,0,
Which Tour did Prince begin in 1990?,Nude,world tour,1,0,
Which Tour did Prince begin in 1990?,Nude,worldwide tour,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,avril lavigne,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,avril lavine,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,beyonce,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,briney spears,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,britany spears,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,britney,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,britney spears,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,brittany spears,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,brittney spears,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,brooke shield,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,carol street,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,cher,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,debbie gibson,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,drew barrymore,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,ellie scott,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,hilary duff,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,houston,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,james brown,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,janice joplin,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,jennifer lopez,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,jessica simpson,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,justin timberlake,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,katy perry,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,leann rimes,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,leif garret,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,madona,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,madonna,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,michael jackson,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,miley cyrus,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,not sure,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,paris hilton,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,pink,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,selena gomez,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,skip,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,swift,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,tayler swift,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,taylor swift,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,tiffany,1,0,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitlney houston,6,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney,6,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney houstin,6,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney houston,7,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney houstonb,7,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney hustin,6,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,whitney huston,6,1,
Who appeared on the cover of 'Seventeen' Magazine before selling over 11 million copies of her debut album?,Whitney Houston,will smith,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,barbra strisan,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,beattles,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,beetles,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bell,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,berry white,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bette midler,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,beyonce,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,billy joes,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bob dylan,7,1,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bob dylan,7,1,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bon jovi,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,bono,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,boy george,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,celine dion,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,charles smith,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,cher,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,clapton,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,cohen,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,cole,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,dan barry,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,david bowie,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,desi arnes,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,dillon,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,dlyan,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,donna carol,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,dylan,6,1,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,elton john,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,elvis,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,eric smith,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,eva,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,freddie mercury,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,gabriel,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,gloria estefan,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,goldie hawn,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jackson,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,james,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,james jones,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,james taylor,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jane stewart,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jay z,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jim carey,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jimi hendrix,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jimmy hendrix,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,jimy hendrix,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,john dillon,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,john lennon,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,john oates,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,john smith,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,john thimble,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,johnny cash,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,june osbourne,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,kenny g,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,lionel richie,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,lucy loo,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,madonna,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,mariah carey,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,mary poppins,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,michael jackson,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,michael mcdonald,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,michael smith,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,micheal jackson,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,micheal wilson,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,mick jagger,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,not sure,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,paula abdul,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,phil collins,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,phillip j phry,1,0,
Who collaborated with Michael Bolton on Bolton's 'Steel Bars' hit?,Bob Dylan,prince,1,0,
