mergecolumn,Question,Correct Answer,Guess,Similarity,Accuracy,Comments
Who wrote the song 'I Love Paris'? sender,Where was Seth MacFarlane born?,Kent Connecticut,new york ny,1,0,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? the pitch,Where was Seth MacFarlane born?,Kent Connecticut,newfoundland,1,0,
What did Jonas Salk invent? telegraph,Where was Seth MacFarlane born?,Kent Connecticut,newton ma,1,0,
What is the name of Roy Rogers' horse? pal,Where was Seth MacFarlane born?,Kent Connecticut,ohio,1,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? thomas cane,Where was Seth MacFarlane born?,Kent Connecticut,penndel,1,0,
On which ship did President Nixon welcome the astronauts back from the Moon? explorer,Where was Seth MacFarlane born?,Kent Connecticut,pittsburgh,1,0,
Yapping Deng was a world champion in which sport? tai kwan doe,Where was Seth MacFarlane born?,Kent Connecticut,quahog,1,0,
What is the name of the composer who wrote Don Giovanni? behtoven,Where was Seth MacFarlane born?,Kent Connecticut,quhog,1,0,
What is Mark Twain's real name? sam wallace,Where was Seth MacFarlane born?,Kent Connecticut,rhode island,1,0,
What song did both Ronald Reagan and Walter Mondale quote in the 1984 presidential campaign? the heat is on,Where was Seth MacFarlane born?,Kent Connecticut,rode island,1,0,
What three words preceded 'land that I love' in a 1938 Irving Berlin tune? home of the free,Where was Seth MacFarlane born?,Kent Connecticut,salsbury,1,0,
What state shares its border with the most states? pennsylvania,Where was Seth MacFarlane born?,Kent Connecticut,scottland,1,0,
Who was the first solo female host of the Academy Awards Ceremony? tayler swift,Where was Seth MacFarlane born?,Kent Connecticut,skip,1,0,
What was the name of the lunar module that landed the first man on the moon? apollo 13,Where was Seth MacFarlane born?,Kent Connecticut,something ct,5,0,
What's the unit of capacity for fuel wood? 5,Where was Seth MacFarlane born?,Kent Connecticut,springfield,1,0,
Who is the voice of Gary the snail on Spongebob Squarepants? charles hale,Where was Seth MacFarlane born?,Kent Connecticut,texas,1,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? kenny price,Where was Seth MacFarlane born?,Kent Connecticut,toledo,1,0,
What was the name of the ship on which Charles Darwin made his scientific voyage? oceania,Where was Seth MacFarlane born?,Kent Connecticut,usa,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? halana,Where was Seth MacFarlane born?,Kent Connecticut,virginia,1,0,
Whose theme song was 'Where the Blue of the night Meets the Gold of the Day'? john denver,Where was Seth MacFarlane born?,Kent Connecticut,yugoslavia,1,0,
What was the first physician to record case histories of patients? paul johnson,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,bud light,1,0,
"In horse racing, in which city is the Japan Cup held? owkinawa",Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,budweiser,1,0,
Which Tour did Prince begin in 1990? tenth,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,budweisser,1,0,
From what were jack-o-lanterns originally carved? gords,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coca cola,3,0,
What was the B-17 long-range bomber nicknamed in World War II? goldi,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coca-cola,3,0,
What are you shopping for if you're sized up by a Brannock Device? diamond jewelry,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coke,3,0,
What do birds rely on to swallow? sand pebbles,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coke a cola,3,0,
What writer's last words were: 'Last words are for fools who haven't said enough'? sonny bono,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,coors,1,0,
Who invented the steamboat Clermont? tom clance,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,dr. pepper,3,0,
What two fruits were Hawaiian women once forbidden by law to eat? pineapple and dates,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,folgers,1,0,
Who was the first country artist to sell over 10 million copies of an album? united kingdom,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,guiness,1,0,
Motor racing's Juan Manuel Fangio came from which country? cuba,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,miller,1,0,
Who invented the radio? charles bryson,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,miller lite,1,0,
"What U.S. president's face graces a $100,000 bill? franklin d roosevelt",Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,mr. pib,1,0,
What was the name of the first probe to send back pictures from Mars? star rover,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsi,7,1,
In what game are the standard pieces of Staunton design? greece,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsi-cola,7,1,
What song took over No. 1 from Whitney Houston's 'I Will Always Love You'? you will be loving me,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsid,1,0,
Who hosted the 1994 MTV Movie awards? abc,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepsie,1,0,
What was actor Lon Chaney also known by? chang,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,pepso,1,0,
What's the name of the main airport in Madrid? airporto,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,rolling rock,1,0,
What city's worker-student protests of 1968 resulted in a 33 percent rise in the national minimum wage? jane eden,Which beverage company featured the hit 'Like A Prayer' in its advertisement?,Pepsi,tropicana,1,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? franklin d roosevelt,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,ac/dc,2,0,
The forint is the monetary unit of what central European country? dollar,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,acdc,2,0,
What Internet search utility was named after the mascot of the University of Minnesota? mozilla,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,ahd,1,0,
What is rocker Darius Rucker's stage name? john redman,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,alice cooper,2,0,
Who wrote the Star Spangled Banner? jerry light,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,backstreet boys,1,0,
What Polish political movement got the support of Pope John Paul II in the 1980s? gay rights,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beach boys,1,0,
What fraternity was George W. Bush in? princton,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beatles,1,0,
What food is the leading source of salmonella poisoning? beef,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beattles,1,0,
Whose guitar version of The Star-Spangled Banner was featured in a 1996 Aiwa TV ad? garth brooks,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,bee gees,2,0,
Which hit-making band featured Andy Summers and Stewart Copeland? sony bono,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,beegees,2,0,
What is the genus of the seahorse? sea erchant,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,bg's,2,0,
Who was stuck in the spacecraft while Neil Armstrong and Buzz Aldrin moon-walked? john rogers,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,cher,1,0,
What is Mark Twain's real name? sam clemming,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,clash,1,0,
Who was the first solo female host of the Academy Awards Ceremony? whoopi goldburg,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,daft punk,1,0,
What cartoon character did Walter Lantz create? wood woodpecker,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,devo,1,0,
What's the unit of capacity for fuel wood? ash,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,doobie brothers,2,0,
Who is the voice of Gary the snail on Spongebob Squarepants? tom jerry,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,eagles,2,0,
What Argentinian was buried in a Milan cemetery under the pseudonym Maria Maggi? hugon,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,emc,1,0,
What Pakistani was the first head of state in the 20th century to give birth in office? hardu,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,foster the people,1,0,
What was the first physician to record case histories of patients? forester,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,going up the country,1,0,
Which Tour did Prince begin in 1990? fourth,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,haul and oates,1,0,
What was the B-17 long-range bomber nicknamed in World War II? fire fortress,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,heart,1,0,
Who wrote the song 'I Love Paris'? whiteny houston,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,hillbillies,1,0,
What type of material constitutes at least half of all toothpastes? aritaves,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,jefferson starship,1,0,
What writer's last words were: 'Last words are for fools who haven't said enough'? porter,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,journey,2,0,
Who invented the steamboat Clermont? keeland,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,journeyman,1,0,
What two fruits were Hawaiian women once forbidden by law to eat? coconut and banasas,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,kiss,2,0,
Who invented the radio? holland,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,led zeplin,2,0,
In what city was the movie 'Leprechaun' shot? causa california,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,led zeppelin,2,0,
What was actor Lon Chaney also known by? hootie,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,lmao,1,0,
What's the name of the main airport in Madrid? balgaris,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,marson brothers,1,0,
What city's worker-student protests of 1968 resulted in a 33 percent rise in the national minimum wage? eva,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,mettalica,2,0,
What leader said in 1942 'Never before have we had so little time in which to do so much'? franklin roosvelt,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,monkees,1,0,
What Internet search utility was named after the mascot of the University of Minnesota? gorilla,Which hit-making band featured Andy Summers and Stewart Copeland?,The Police,nirvana,1,0,
